LCDM,Ursem,Li et al.,Cheng,Tilahun,Salleh et al.,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Zhao et al.,Osuna Enciso et al.
6.356096482432733e-07,0.565534151486986,0.565534151486986,0.83528524644302,0.565534151486986,0.83528524644302,236819.0,163488.0,0.7957873816275327,1.952452525252525,105332097820478729545723621315405550883320605202207274597742580748602,0.00015918189415828132
1.4713224671673748e-06,0.5672739287369392,0.5672739287369392,0.8747787140580812,0.5672739287369392,0.8747787140580812,236760.0,158166.0,0.7972663223806834,1.9518383838383837,100181724866956939600544860838328257073882203323032418636532455901128,0.00015358771446496322
1.4709030770849617e-06,0.5707102350072268,0.5707102350072268,0.8714073129251696,0.5707102350072268,0.8714073129251696,236580.0,162429.0,0.8025023654675228,1.9503919191919192,108048825237638612441520193872984280833359992259885893713530723417900,0.000154398231863229
1.6054483225679486e-06,0.5635667956489964,0.5635667956489964,0.7846207013030876,0.5635667956489963,0.7846207013030876,236477.0,163273.0,0.7943671104791844,1.9493656565656567,108279921019742034166331202382617134027684327000694524448439308824408,0.00015514702057874098
6.92076335729066e-07,0.5576628622221805,0.5576628622221805,0.7562562565105823,0.5576628622221804,0.7562562565105823,236440.0,167436.0,0.7864432720155126,1.94939797979798,105628400749071366261413980165590498345180821798166258186598728296310,0.00015438215290108828
1.4556253118269599e-06,0.5654005403512671,0.5654005403512671,0.8558418815528482,0.5654005403512671,0.8558418815528482,236627.0,170365.0,0.7967928000177624,1.9510141414141415,98082510750499637250160776844318765059143298968650949202421408100388,0.0001568044756608138
1.51838576616594e-06,0.5672982619476269,0.5672982619476269,0.798051971890078,0.5672982619476268,0.798051971890078,236279.0,160895.0,0.799026010933623,1.9481454545454546,109112723842185583462405616234965253186674304335353046611142097437312,0.00015201037124586917
9.58856772641029e-07,0.5609061875550289,0.5609061875550289,0.8162896836164318,0.5609061875550286,0.8162896836164318,236306.0,161852.0,0.78935599989732,1.9481292929292928,113576738088534873788199894201783762721142951385057077037338705446206,0.00015273305527804695
6.501262334109762e-07,0.5560951669925349,0.5560951669925349,0.7884441771898177,0.5560951669925349,0.7884441771898177,235853.0,162082.0,0.7836934907135544,1.9450343434343436,105460063814762324455107238683819190100743164759962875563186702506612,0.00015761486169371298
2.8474738177794e-07,0.5593074332598172,0.5593074332598172,0.825822784810126,0.5593074332598171,0.825822784810126,236054.0,163938.0,0.787765575022036,1.9465454545454546,109547586742836685951013304557806968750121538193557711042511571262102,0.00015358838802958104
3.703237077143782e-07,0.5629878697999725,0.5629878697999725,0.8119306125193301,0.5629878697999725,0.8119306125193301,236176.0,157051.0,0.7919116581852069,1.9478707070707069,113365853523951464605293983016166777622658767323770427267082221098704,0.00015357171990973832
4.685878238564618e-07,0.5669603703312462,0.5669603703312462,0.8482029769205046,0.5669603703312462,0.8482029769205046,236390.0,159300.0,0.7979726870271957,1.9493494949494952,100482530851210200226188707418053861540507514723437158937568586173982,0.00015048395252682082
